1.800180018001800136e+03,-2.279135130973455432e+02
1.802610504074709752e+03,4.037148976127775768e+01
1.805040990147619596e+03,8.187488797862552303e+01
1.807471476220529212e+03,-2.476240944363916796e+01
1.809901962293439055e+03,1.155380559023417675e+01
1.812332448366348672e+03,2.713040006014844607e+01
1.814762934439258515e+03,-7.797877349177001349e+01
1.817193420512168132e+03,3.681916605724067182e+01
1.819623906585077975e+03,4.528931414577647274e+01
1.822054392657987592e+03,-5.725996379157631821e+01
1.824484878730897435e+03,1.541383203111721123e+01
1.826915364803807051e+03,-4.656281056986740197e+01
1.829345850876716895e+03,1.662204112742676330e+02
1.831776336949626511e+03,-1.629046165421042076e+02
1.834206823022536128e+03,-6.662660540269676801e+01
1.836637309095445971e+03,-1.058248364351023127e+02
1.839067795168355588e+03,7.674171267265717233e+01
1.841498281241265431e+03,-2.724477564346765845e+01
1.843928767314175047e+03,-3.673355725032797636e+01
1.846359253387084891e+03,1.563735156838295097e+02
1.848789739459994507e+03,-1.102328582349686457e+02
1.851220225532904351e+03,1.071207116045411993e+02
1.853650711605813967e+03,-1.269789038925039648e+02
1.856081197678723811e+03,-5.540628060474596595e+01
1.858511683751633427e+03,-8.407658652667383592e+01
1.860942169824543271e+03,7.448089959624937251e+00
1.863372655897452887e+03,-5.777461479048605497e+01
1.865803141970362503e+03,1.087697040138915412e+02
1.868233628043272347e+03,-2.050455533312407397e+01
1.870664114116181963e+03,5.310901954547798454e+01
1.873094600189091807e+03,-5.428044375307994329e+01
1.875525086262001423e+03,3.354167836934946223e+01
1.877955572334911267e+03,-8.690121159118234573e+01
1.880386058407820883e+03,5.596725743012709131e+01
1.882816544480730727e+03,1.174113450146154491e+01
1.885247030553640343e+03,-3.784452727446169007e+01
1.887677516626550187e+03,5.856540333984045077e+01
1.890108002699459803e+03,-3.154596695288526575e+01
1.892538488772369647e+03,-1.871404891600549902e+01
1.894968974845279263e+03,1.631906784298249136e+01
1.897399460918189106e+03,3.007252761945749953e+01
1.899829946991098723e+03,-3.712615583617515114e+01
1.902260433064008339e+03,-9.283742417835964034e+01
1.904690919136918183e+03,-2.640644955689289830e+01
1.907121405209827799e+03,3.363934619270403203e+01
1.909551891282737643e+03,-1.820681956226628628e+01
1.911982377355647259e+03,1.176815589742267321e+01
1.914412863428557102e+03,-1.054004932824061171e+02
1.916843349501466719e+03,-2.633310463929142387e+01
1.919273835574376562e+03,-6.082363861231860369e+01
1.921704321647286179e+03,-8.259661812386728741e+01
1.924134807720196022e+03,-1.022002994364240323e+02
