1.800180018001800136e+03,6.177215487675114858e+00
1.802610504074709752e+03,-8.499472705009115714e+01
1.805040990147619596e+03,-1.792408576447916460e+02
1.807471476220529212e+03,-5.713764208517259391e+01
1.809901962293439055e+03,1.107289311339488620e+02
1.812332448366348672e+03,-8.317178935565213749e+01
1.814762934439258515e+03,1.128366919294523711e+02
1.817193420512168132e+03,2.217756192771759771e+01
1.819623906585077975e+03,-5.494329341555662438e+01
1.822054392657987592e+03,-1.244774225469658901e+01
1.824484878730897435e+03,7.652636695918099008e+01
1.826915364803807051e+03,1.436860690764737036e+01
1.829345850876716895e+03,2.359856422870132064e+01
1.831776336949626511e+03,-2.102871343223412026e+01
1.834206823022536128e+03,2.581665578339104883e+01
1.836637309095445971e+03,-1.528071051212157272e+02
1.839067795168355588e+03,1.719968448043927367e+02
1.841498281241265431e+03,4.086099207643488285e+01
1.843928767314175047e+03,7.510213110924037494e+01
1.846359253387084891e+03,-4.321983739063860241e+01
1.848789739459994507e+03,-8.886488382668501629e+01
1.851220225532904351e+03,7.484832012315864347e+01
1.853650711605813967e+03,-3.629307709481342670e+01
1.856081197678723811e+03,-1.403974246409777926e+01
1.858511683751633427e+03,1.632111062878388452e+02
1.860942169824543271e+03,9.487485182587309396e+01
1.863372655897452887e+03,7.033574065399480446e+01
1.865803141970362503e+03,-8.862447081410773819e+01
1.868233628043272347e+03,1.930184064216516759e+01
1.870664114116181963e+03,-2.350619193848829269e+01
1.873094600189091807e+03,1.107304421440888689e+02
1.875525086262001423e+03,-8.503964705237243038e+01
1.877955572334911267e+03,-1.617525360902643428e+01
1.880386058407820883e+03,-5.402412269868145955e+01
1.882816544480730727e+03,-9.564003137885052297e+01
1.885247030553640343e+03,1.902596670383881161e+01
1.887677516626550187e+03,-1.144918932080567586e+01
1.890108002699459803e+03,-2.942455748690347317e+00
1.892538488772369647e+03,-1.586305820179519444e+01
1.894968974845279263e+03,6.295836465764705459e+00
1.897399460918189106e+03,-7.528105833501066968e+01
1.899829946991098723e+03,6.835453011782963983e+01
1.902260433064008339e+03,2.377690039021418755e+01
1.904690919136918183e+03,1.119984320904432735e+02
1.907121405209827799e+03,3.844254242427938095e+01
1.909551891282737643e+03,-1.987222214363537987e+01
1.911982377355647259e+03,9.836008293722386497e+00
1.914412863428557102e+03,-3.105714677481025632e+01
1.916843349501466719e+03,5.876666413317375159e+00
1.919273835574376562e+03,-4.926469125745734345e+01
1.921704321647286179e+03,-5.086769592785209682e+01
1.924134807720196022e+03,-7.884022929388640577e+00
1.926565293793105639e+03,-3.812541611135291220e+01
1.928995779866015255e+03,1.969040606375305202e+01
1.931426265938925098e+03,-1.697801081728682604e+01
1.933856752011834942e+03,6.529970861792163817e+01
1.936287238084744558e+03,-1.448214573253530091e+01
1.938717724157654175e+03,-4.903853725973182520e+01
1.941148210230564018e+03,4.428514112308887718e+01
1.943578696303473635e+03,-2.820208288146377384e+01
1.946009182376383478e+03,-1.370085535089214979e+01
1.948439668449293094e+03,7.703021140234055508e+01
1.950870154522202938e+03,1.345876799305432669e+01
1.953300640595112554e+03,5.314907988255565385e+01
1.955731126668022398e+03,-2.709333328469388569e+00
1.958161612740932014e+03,-6.079718755627660443e+01
1.960592098813841858e+03,5.831747238420696533e+01
1.963022584886751474e+03,5.085311479681432445e+01
1.965453070959661090e+03,2.291706893461133987e+01
1.967883557032570934e+03,1.183398831890723635e+01
1.970314043105480550e+03,6.581212347987960243e+01
1.972744529178390394e+03,-4.940779047756796416e+01
1.975175015251300010e+03,-7.366856716405800753e+00
1.977605501324209854e+03,7.045736689541213593e+01
1.980035987397119470e+03,6.935987211297916133e+01
1.982466473470029314e+03,-4.798736212925135902e+01
1.984896959542938930e+03,-2.517253310975916847e+01
1.987327445615848774e+03,-1.690820798234604538e+01
1.989757931688758390e+03,-2.969216418491112819e+01
1.992188417761668234e+03,3.034062690738278434e+01
1.994618903834577850e+03,-3.057845153458348619e+01
1.997049389907487694e+03,1.155837871354881798e+02
1.999479875980397310e+03,-9.292367776883226327e+01
2.001910362053306926e+03,-2.678031331349210831e+01
2.004340848126216770e+03,9.130726782351010229e+01
2.006771334199126386e+03,4.648996972194554544e+00
2.009201820272036230e+03,4.242100491850773381e+01
2.011632306344945846e+03,2.524990012997909261e+01
2.014062792417855690e+03,1.006159678672277522e+02
2.016493278490765306e+03,2.116598253606902347e+00
2.018923764563675149e+03,2.634748357659828599e+01
2.021354250636584766e+03,-1.516290539184348596e+01
2.023784736709494609e+03,-5.220705711315964948e+01
2.026215222782404226e+03,3.079786556200516401e+01
2.028645708855313842e+03,1.635395955895323894e+01
